archivo,PSNR_noisy,PSNR_swinir,SSIM_noisy,SSIM_swinir,ENL_noisy,ENL_swinir,ENL_gtruth
5632_2560.tiff,20.00541906921068,21.594827993293634,0.3898813244547148,0.4908867709694279,15.3757925,21.25271,36.63887
5632_3072.tiff,19.775971582799677,21.20860134160317,0.4350998815425646,0.5296502126734821,11.994147,15.141902,21.76432
5632_3584.tiff,18.935134058184378,20.10487047559126,0.46019181308727003,0.5378588398853574,12.446745,15.792095,20.587511
5632_4096.tiff,19.112596519792532,20.19994485566015,0.5660093960976083,0.6246151795199114,8.220361,9.215957,9.492769
5632_4608.tiff,20.041754894705754,21.17791304499331,0.6511043890493265,0.6970038800443343,7.730178,8.452749,8.5508795
5632_512.tiff,18.626266426652744,19.804209445585258,0.4113477240414912,0.4880268343594417,11.384611,14.173497,26.973759
5632_5120.tiff,19.23914898399636,20.00173918851899,0.7231446775262105,0.7511779699306016,8.48702,9.243524,9.354077
5632_5632.tiff,19.956886335981373,20.815751381476296,0.7204340262013197,0.7512031284660698,8.186497,8.996475,8.755261
5632_6144.tiff,19.98201569416185,20.69822626419103,0.7548595076530662,0.7776353362841502,7.7837787,8.508154,7.6719747
5632_6656.tiff,20.21744758171461,20.963700029335133,0.7423437984323584,0.766329610370221,7.6349425,8.394305,7.7455735
5632_7168.tiff,20.53243132639945,21.314275935895157,0.7367823895006583,0.761464912938755,7.6921673,8.4806795,8.036184
5632_7680.tiff,19.846430681009455,20.791022222865916,0.599660680791569,0.649384941479565,7.376923,8.188533,7.207338
5632_8192.tiff,20.083490505177238,21.34286157061951,0.5103222481442747,0.5938735343553517,13.014596,17.285984,21.332125
5632_8704.tiff,21.518895950505296,23.131211182070984,0.5781627293402322,0.6483680307638064,11.010838,14.075272,16.503208
5632_9216.tiff,21.607546409976734,23.13815179446265,0.6116598216749658,0.6789638491354082,7.993539,9.438823,10.591945
5632_9728.tiff,20.558533046444847,21.756527914219248,0.6634007891042711,0.7098482040020555,8.500163,9.818019,11.182336
